Entity1,Entity2,Relation,Example
保时捷,亨舍尔,company/company/compete,希特勒下达了研发新型坦克的命令后，主要竞争者是亨舍尔与保时捷
顺丰,圆通,company/company/compete,    而当圆通失意之时，其最大的竞争对手——顺丰速运却是好戏连台
福特,雪佛兰,company/company/compete,除了福特会推出F-150猛禽来布局中国高端皮卡市场以外，在北美市场同样热销的雪佛兰索罗德以及库罗德也会在今年引入国内，届时F-150猛禽将与雪佛兰索罗德展开竞争
滴滴,Uber,company/company/compete,滴滴和Uber的竞争更像是资本之间的竞争，谁烧钱烧得多、烧得快，谁赢得几率就大
华为,诺基亚,company/company/compete,但诺基亚的竞争对手爱立信、华为、中兴都在发力 4G 到 5G 的过渡产品，而且这种竞争已经日趋白热化
奥迪,宝马,company/company/compete,据悉，奥迪 Q8 预计将于 2018 年正式上市，作为奥迪未来的新旗舰车型，Q8 将具有更大的空间和更高的科技水平，在将来与宝马 X7 等车型的竞争上，也更有竞争力
大众汽车,福特,company/company/compete,而福特、丰田等车企将工厂搬迁至美国会给大众汽车带来不利的竞争环境
吉利,雪铁龙,company/company/compete,此外，法国标致雪铁龙集团（PSA）也有意竞购马来西亚车企Proton，未来几日将与吉利集团提交竞争性报价
华为,小米,company/company/compete,2016年国内手机厂商出货量前5名分别是OPPO、华为、vivo、苹果、小米，其中OPPO、华为、vivo相比2015年都实现了销量增长，而苹果小米则都出现的销量下滑，其中小米下滑幅度最大，销量同比下降36%
奥迪,宝马,company/company/compete,全新奥迪Q5在今年上市后将会直接竞争和市场上的宝马X3
淘票票,猫眼,company/company/compete,随着淘票票等强大资金流加入市场竞争，猫眼的市场份额便一步步会瓜分
摩拜,ofo,company/company/compete,ofo和摩拜会有一场惨烈的竞争，但若能换来自行车王国的回归以及健康出行理念的复兴，无论代价多高都是值得的。
吉利,宝骏,company/company/compete,近日，吉利家族曝光了一组家族首款七座MPV车型，预计该款车型将于今年上半年上市，内饰图片也与此同时曝光了，定位于商务MPV的这款车型还是非常具有竞争力的，更加满足现在我国二胎时代全面到来的家庭用车需求，这样的车型可谓是宜商宜家，预计上市以后将会程辉宝骏310W的强力竞争对手，那么下面就让我们一起来看看这款车型的表现如何吧
小米,荣耀,company/company/compete,我们用荣耀跟小米这样的公司去竞争
顺丰,申通,company/company/compete,　　此前很长一段时间，顺丰对其竞争对手申通上市圈钱不屑一顾
本田,丰田,company/company/compete,早在2015上海车展上，本田就发布了Concept D的概念车型，该车型定位中型SUV，竞争对手锁定在丰田汉兰达和福特锐界等车型上
奥迪,宝马,company/company/compete,奥迪A6L的质量排在了主要竞争对手宝马5系（173个）之后，其销量也被宝马5系所超越，2016年的销量达到了13万辆，月均超过1万辆
美团,饿了么,company/company/compete,在饿了么等竞争对手的压力下，尽管与大众点评完成了合并，美团依然不能大幅减少用户补贴
摩拜,ofo,company/company/compete,在刚刚过去的上周末 ofo和摩拜已经开始竞争起来了 战局还挺激烈
保时捷,路虎,company/company/compete,在今年3月开幕的日内瓦车展上，路虎将带来一款全新的车型，定位高于极光，但又低于揽胜运动版，命名为揽胜Velar，竞争对手据说直至保时捷Macan
顺丰,圆通,company/company/compete,　　此前很长一段时间，顺丰对其竞争对手圆通上市圈钱不屑一顾
百度,搜狗,company/company/compete,在熬了无数个夜晚后，浏览器终于做了出来，两年内帮搜狐拿下了10%的份额，此时的张朝阳对王小川是刮目相看，他将搜狗拆成独立公司，让王小川拥有自己独立的团队，搜狗也因此成为了百度强有力的竞争对手
阿里,京东,company/company/compete,支付宝危机来了？ 目前马云的淘宝，天猫，阿里巴巴在国内已经是领导者地位，支付宝更是发展宏观，蚂蚁金服现已开始走出欧洲市场，再有支付宝的花呗借呗更是得到广大群众的喜爱，芝麻体系进入各大银行，马云为了推广芝麻体系的产品，联合第三方平台推出阿里掌柜，对于没有借呗的朋友不要担心，芝麻分500以上即可在威信公--众呺上-关注-阿里掌柜，无论是个人还是小型企业都可申请几千到五十万授信，阿里掌柜将新金融的概念更好进行诠释，网友们也极力赞同 京东支付真的能击败支付宝支付吗？你是怎么看的？
百度,谷歌,company/company/compete,不止某一瞬间，当我每次打开网页，我觉得百度好像变了，变得封闭、变得世俗……总之，它和我心中那个誓要“超越谷歌”的公司越来越远
三星,苹果,company/company/compete,欧洲市场的份额已达到第三名，与三星和苹果的竞争进入白热化阶段，运营成本必然会进一步上升；美国市场由于众所周知的原因短期内难有进展，主要是投入而收入增长困难；印度市场虽然这几年都说要强化攻势，但是从去年其在印度市场远远落后于vivo、小米、联想和OPPO的情况来看，今年要取得一定的成绩只能加大投入
百度,搜狗,company/company/compete,所以，王小川在搜狗上市的宣言中，会敢于说：人们不再像以前那样信任百度了，他们将意识到搜狗可以取代百度
焦点科技,沈锦华,company/person/chairman,焦点科技股份有限公司董事长沈锦华签署了智慧校园项目合作协议
菜鸟网络,童文红,company/person/chairman,刚卸任菜鸟网络CEO的童文红成为阿里巴巴集团CPO（首席人力官）兼任菜鸟网络董事长；蒋芳担任张勇的国际业务特别助理兼阿里巴巴集团副首席人力官；云OS事业群进入阿里云事业群，阿里巴巴集团CTO（首席技术官）张建锋兼任阿里云CTO …… 可以看出，这几项涉及CXO的重要变动，除了完成新旧力量的交替，正试图在协同管理上下功夫
万达,王健林,company/person/chairman,2月3日，2017年新春开年后第一个工作日，万达集团董事长王健林在万达高管会议上表示，要特别提醒网络和金融两个公司，网络公司应该有突破，金融公司的业务应该尽快落定
中通,赖梅松,company/person/chairman,2月26日中通快递董事长赖梅松委派副总裁张建锋深夜赶赴山东潍坊，与山东公司总经理陈顺峰一道，于27日一早前往医院看望受伤快递员，向其本人及家属转达了赖梅松董事长及中通家人的慰问和关怀
万达,王健林,company/person/chairman,首富万达集团董事长王健林就为我们树立了很好的榜样
大疆,李泽湘,company/person/chairman,"身为大疆董事长,李泽湘只在大疆占据少量股份,现在更多精力不在大疆身上,而是在找合适的人来大疆,让哪些人运作公司、管理公司"
大疆,李泽湘,company/person/chairman,"李泽湘1999年就一手创办了目前国内最大的运动控制器公司固高科技,后作为联合创始人担任大疆创新董事长"
福特,比尔·福特,company/person/chairman,最终，福特董事长比尔·福特投入特朗普的怀抱，宣布取消墨西哥建厂计划以及在美国国内新建工厂
百度,李彦宏,company/person/chairman,2.李彦宏（百度董事长兼CEO） 权力指数：★★★★☆ 相关事件： 2月8日，李彦宏的一封新年内部信被“曝光”出来，信中指出了百度接下来的工作重心：内容分发、连接服务、金融创新和人工智能
合一集团,古永锵,company/person/chairman,合一集团董事长兼CEO古永锵曾向VRZINC记者透露：“我们东西已经出来了，产品出来了
大众,海兹曼,company/person/chairman,其大众汽车集团管理董事会成员，大众汽车集团(中国)总裁兼CEO海兹曼教授荣获“风云车2017年度人物”奖项
丰田,伊势清贵,company/person/chairman,但针对纯电动汽车，丰田常务董事伊势清贵仅表示：续航距离和充电时间仍存在课题，适合短程行驶。
中通,赖梅松,company/person/chairman,中通创始人、董事长赖梅松曾说，快递业正从单纯的业务竞争向“服务+生态”转型，已进入新科技、新装备、新模式、新生态的发展阶段
迅雷,邹胜龙,company/person/chairman,迅雷董事长兼CEO邹胜龙表示：“我很高兴看到迅雷在移动广告业务上的增长，
蚂蚁金服,彭蕾,company/person/chairman,蚂蚁金服董事长彭蕾及其团队不愿披露蚂蚁金服的上市地点，但表示公司有许多选择
中通,赖梅松,company/person/chairman,　　事件发生后，中通董事长赖梅松委派副总裁张建锋专赴山东潍坊看望慰问受伤员工，并将通过法律手段坚决依法严惩施暴者，务必将之绳之以法，还一线劳动者一个公道
360,周鸿祎,company/person/chairman,　　2014年，360公司董事长周鸿祎透露，他与特斯拉公司总裁伊隆.马斯克聊天时，马斯克认为，特斯拉所有的应用都是自己写的，不安装任何第三方应用，所以不会有任何问题，不会被黑客攻击
拉勾网,许单单,company/person/chairman,42天后，拉勾网董事长许单单道歉了
百度,李彦宏,company/person/chairman,百度董事长兼首席执行官李彦宏在2016中国文化产业峰会上就表示，“预计到2020年，总的直播行业市场规模会在5000亿元左右，而且直播行业还存在颇多市场空白等待填补
百度,李彦宏,company/person/chairman,同时，百度公司董事长李彦宏也在亚布力论坛2017年会上针对此事做出了回应，表示医疗领域有非常大的机会，跟百度很有关系！ 不得不说，百度此次的左手裁撤，右手公关的游戏，真心玩的不错！ 一、裁撤对于外界误导 百度此次的裁撤行为，在百度公司方面，也仅仅是一个淘汰“落后产能”，为实现向未来人工智能转型升级而做的甩包袱的做法，目的不过是优化架构、更好的适应未来的战略发展，更好的的布局和进军医疗领域
蚂蚁金服,彭蕾,company/person/chairman,与杨劲总裁同时上榜的还有：格力集团董明珠、华为董事长孙亚芳、蚂蚁金服董事长彭蕾女士等
顺丰,王卫,company/person/chairman,公告披露，1970年出生的王卫，系顺丰控股创始人及实际控制人，现任顺丰控股董事长及总经理
中通,赖梅松,company/person/chairman,图为中通董事长赖梅松（第一排左起第五位）与公司高管、网络合作伙伴、基层员工、客户代表在纽交所敲钟
360,周鸿祎,company/person/chairman,”2016创业黑马社群大会上360公司董事长周鸿祎如是说
格力集团,董明珠,company/person/chairman,此前，董明珠辞去格力集团董事长一职，并不再在格力集团任职，今后仅为格力电器的董事长兼总裁和法定代表人
百度,李彦宏,company/person/chairman,　　新颖服务 　　百度董事长李彦宏去年11月在上海的一次会议上表示，由于缺乏医疗数据，导致百度无法为正在从事的业务开发人工智能算法
上海高风咨询公司,罗威,company/person/chairman,上海高风咨询公司董事总经理、前克莱斯勒首席执行官罗威表示，如今在电动汽车方面，“中国和其他国家的差距更小，较新的初创公司在中国拥有实现更大梦想的空间”
捷豹路虎,潘庆,company/person/chairman,奥迪中国区销售总监潘庆成为捷豹路虎全球董事。
搜房,莫天全,company/person/chairman,　　6月2日，搜房网房天下董事长莫天全在给全体5万名员工的一封内部邮件中称，所有的产品和服务，包括搜房帮在房天下三端（PC、WAP、App）网站的发布、搜房网店、大数据业务等，都平等地开放给所有经纪公司和经纪人，实行公开、公平的价格政策；所有房地产经纪公司及个人所发布的房源将执行统一的展示规则；房天下开放平台实施严格的客户数据和隐私保护制度；开放平台与自营业务全面独立
奥迪,冯德睿,company/person/chairman,经销商联会方面，奥迪经销商联会(筹)副秘书长张晓旭出席会议，共有19家经销商集团代表参与谈判；奥迪方面，德国奥迪负责销售和市场的董事冯德睿、奥迪中国总裁魏永新和一汽奥迪销售事业部总经理荆青春参与谈判，如何保证现有经销商的利益
新东方,俞敏洪,company/person/chairman,新东方教育集团董事长俞敏洪：留守儿童的解决问题，甚至比高考的解决还要更加的重要
百度,李彦宏,company/person/chairman,百度裁掉医疗事业部 该举可能与百度近期思路调整有关，就在新春开年演讲上，百度公司董事长李彦宏就公司内外问题放出狠话，表示对外要迎接新趋势，对内则要打扫门庭，对没有市场竞争力的产品该撤就撤，该关就关，该并就并
万达,王健林,company/person/chairman,　　 不久前，一段关于万达集团董事长王健林入乡随俗，集团年会登台献唱黄梅戏的视频在网络广为流传，一时间刷爆了各大媒体
搜房,莫天全,company/person/chairman,　　搜房的转型大张旗鼓，董事长莫天全已经忙到没有时间接见投资者
顺丰,王卫,company/person/chairman,顺丰董事长兼总经理王卫身价则超过1640亿元，距离登上中国富豪榜三甲仅剩一步之遥
奥迪,施泰德,company/person/chairman,中国第一汽车集团公司董事长、党委书记徐平，德国大众汽车集团管理董事会成员、大众汽车集团（中国）总裁兼CEO海兹曼教授，奥迪股份公司管理董事会主席施泰德教授，1月16日在长春共同签署了这项计划
伊利,潘刚,company/person/chairman,对品牌的打造，伊利集团董事长潘刚认为，“重视品质、打造品牌，中国企业应该在全世界成为‘品质企业’的代名词”
苏宁,张近东,company/person/chairman,全国两会召开在即，苏宁控股集团董事长张近东此次将带5个提案进京
苏宁,张近东,company/person/chairman,苏宁控股集团董事长张近东携集团高管与俱乐部全体人员合影
奥迪,冯德睿,company/person/chairman,负责销售和市场的奥迪汽车公司董事冯德睿博士（Dr. Dietmar Voggenreiter）对此表示：“欧洲和北美地区在1月份都取得了非常优秀的成绩，皆创造了历史新高”
万达,王健林,company/person/chairman,最前沿的科技动态和最专业的商业思想是《对话》栏目一直以来关注的重点，思科首席执行官约翰·钱伯斯、英特尔首席执行官贝瑞特、阿里巴巴集团创始人马云、万达董事长王健林等都曾在《对话》上谈笑风生，节目受到习近平、李克强的重视，一直以来关着注行业最具前景的趋势和代表企业
顺丰,王卫,company/person/chairman,王卫或登顶快递首富 而与此同时，顺丰速运创始人、董事长王卫也身价大涨
伊利,潘刚,company/person/chairman,伊利董事长潘刚早在2010年就率先提出绿色产业链的发展模式
联想,柳传志,company/person/chairman,联想控股董事长柳传志参加传奇社年会
大众,海兹曼,company/person/chairman,在奥迪与一汽于长春签署十年商业计划后的第二天，大众集团董事、大众中国总裁兼CEO海兹曼教授，出现在了媒体面前
伊利,潘刚,company/person/chairman,近些年来，伊利股份在其董事长潘刚的领导之下，始终坚持着以品质为信条、以消费者为中心、以创新为驱动的发展路径
Argon AI,Raj Nair,company/person/chairman,Raj Nair和福特的全球战略副总裁John Casesa则占据了Argo AI五人董事会中的两席
滴滴出行,程维,company/person/chairman,滴滴出行董事长程维在博鳌论坛对话创业者2论坛“智能城市”上发言
拉勾网,许单单,company/person/chairman,该条内容被多位互联网业内人士在社交平台转发，引发热议，其中就包括拉勾网董事长许单单
顺丰,王卫,company/person/chairman,　　按照当日收盘时市值计算，顺丰控股董事长王卫身价超过1490亿元，直逼2016福布斯中国富豪榜季军小马哥，网友脑补：如果顺丰再吃2个涨停，财富能超过小马哥，连吃4个涨停，超过马云，6个涨停就可以成为中国首富了
万达,王健林,company/person/chairman,中国房地产开发商也希望进军医疗领域，万达集团董事长王健林最近表示，他正在考虑设立一家连锁医院
唯品会,沈亚,company/person/chairman,　　对于如此亮眼的业绩表现，唯品会董事长兼CEO沈亚先生把它归结为“持续增强个性化和选品多样化”、“持续引进优质的热卖品牌”
顺丰,王卫,company/person/chairman,"　　顺丰控股董事长王卫在敲钟仪式上表示,顺丰控股正式进入资本市场,是顺丰发展历史上的重要里程碑,顺丰将以此为新的起点,继续以“顺丰速度”和“顺丰质量”,不断夯实企业发展基石,用更高品质的产品与服务回馈客户,努力为股东、员工及投资者带来值得期待的经济效益和社会效益"
拉勾网,许单单,company/person/chairman,拉勾网董事长许单单强调，拉勾网永远不会成为一个泛行业的招聘平台，肯定会专注于两三个具有绝对核心竞争力的行业
顺丰,王卫,company/person/chairman,　　 　　笔哥注意到，在成功敲钟改名后，顺丰控股晋升深市第一高市值个股，力压万科、美的、格力，公司董事长和实际控制人王卫身家也突破1400亿元
软银,孙正义,company/person/chairman,据消息人士透露，近日，软银集团董事长兼总裁孙正义，携ARM公司高层低调到访北京，期间与紫光集团董事长赵伟国进行了会谈
奥迪,Dietmar Voggenreiter,company/person/chairman,我们对中国未来的业务发展同样保持乐观”，奥迪负责销售和营销的董事Dietmar Voggenreiter表示。
蚂蚁金服,彭蕾,company/person/chairman,阿里巴巴旗下的蚂蚁金服近年在互联网金融领域持续突破，担任蚂蚁金服董事长的彭蕾排名第三
滴滴出行,程维,company/person/chairman,程维，滴滴出行创始人兼CEO，全面负责滴滴公司的战略规划和运营管理。
百度,李彦宏,company/person/chairman,”百度创始人、董事长兼首席执行官李彦宏的这句话，或许是开年来国内财经圈的一个缩写
百度,李彦宏,company/person/chairman,”百度董事长李彦宏2月7日撂下话，2月8日就提速了内部“大扫除”
奥迪,冯德睿,company/person/chairman,奥迪方面，德国奥迪负责销售和市场的董事冯德睿、奥迪中国总裁魏永新和一汽奥迪销售事业部总经理荆青春参与谈判，如何保证现有经销商的利益
中兴,赵先明,company/person/chairman,在2017年新年致辞中，中兴通讯董事长赵先明就曾表示，公司正在遭遇成立31年来最大的危机
奥迪,Dietmar Voggenreiter,company/person/chairman,对此，奥迪负责销售和营销业务的董事会成员Dietmar Voggenreiter表示中国是全球态度最积极的新能源汽车市场
格力集团,董明珠,company/person/chairman,然而在年底的时候，发生了一件让人哗然的事件，董明珠被免去了格力集团董事长的职位， 一时间热议纷纷，无数网友为此叹息也怀疑幕后是否是因为董明珠怒斥股东所导致的
顺丰,王卫,company/person/chairman,顺丰控股董事长王卫出席重组更名暨上市仪式时表示，首先要提醒自己，符合证监会要求，话不能随便说，地方不能随便去，大家也不要随便问
联想集团,杨元庆,company/person/chairman,大会现场，联想集团董事长兼CEO杨元庆、总裁兼首席运营官兰奇（Gianfranco Lanci）等高管向来自世界各地的媒体、合作伙伴与粉丝介绍了联想的创新产品和技术，共同探讨智能互联网在移动领域的发展前景
大众,张丕杰,company/person/chairman,一汽大众汽车有限公司董事、总经理张丕杰表示：“与其说捷达是一款汽车，不如说是一种责任、一种使命、一种对品质永恒不变的追求
融创中国,孙宏斌,company/person/chairman,其实从此前拿出150亿救火乐视的融创中国董事长孙宏斌在1月16日的乐视网投资者会议上的话语中就能体会到乐视体育今年会有所战略收缩
顺丰,王卫,company/person/chairman,? 2013年9月12日，四家投资机构入股顺丰一事完成工商变更，王卫任新顺丰的董事长，来自古玉资本的林哲莹任副董事长，于国强任总经理，元禾顺风的林向红等投资机构派出人员任董事，王卫的引资“梦想”得以实现
拉勾网,许单单,company/person/chairman,　　拉勾网董事长许单单曾表态，Monster代表的传统招聘模式在美国已经式微
Argon AI,Peter Rander,company/person/chairman,Argo AI董事会将由五名成员组成：宁睿、福特汽车全球战略集团副总裁John Casesa、Bryan Salesky、Peter Rander以及一位独立董事
伊利,潘刚,company/person/chairman,在伊利董事长潘刚看来，伊利作为食品企业，关系到广大消费者的健康和营养，更需要一丝不苟、精益求精
百度,李彦宏,company/person/chairman,在2015年百度年会上，百度创始人、董事长兼CEO李彦宏提出在教育、医疗、金融、交通、旅游等行业深耕，这些领域都有机会创造一个个百度
华为,孙亚芳,company/person/chairman,其中，格力电器董事长董明珠位居榜首，华为董事长孙亚芳与阿里巴巴集团的彭蕾分列二三位
奥迪,冯德睿,company/person/chairman,负责销售和市场的奥迪汽车公司董事冯德睿博士（Dr. Dietmar Voggenreiter）对此表示：“欧洲和北美地区在1月份都取得了非常优秀的成绩，皆创造了历史新高”。
弘毅投资,赵令欢,company/person/chairman,联想控股常务副总裁、弘毅投资董事长、首席执行官赵令欢先生于WeWork香港开幕典礼上致辞
申通,陈德军,company/person/chairman,应邀出席的申通快递董事长陈德军则全程笑容满面地看着王卫在台上的讲话
Argon AI,Rander,company/person/chairman,当然，按照Bryan透露的信息来看，Argo AI的团队计划今年底将员工人数增加至200人以上，未来它也将逐步过渡成为福特的全资子公司，而新组建的董事会将由五位成员组成，除两名来自福特的高层外，Salesky和Rander各占一席，还包括一名独立董事
三菱,卡洛斯·戈恩,company/person/chairman,日产汽车和雷诺汽车CEO卡洛斯·戈恩成功担任三菱董事会主席
滴滴出行,程维,company/person/chairman,滴滴出行公司由此进入创始人程维任董事长、CEO，柳青任总裁的管理模式。
大众,张丕杰,company/person/chairman,中国汽车流通协会会长沈进军、一汽-大众汽车有限公司董事及总经理张丕杰、奥迪(中国)企业管理有限公司总经理魏永新以及一汽-大众奥迪经销商们出席了本次会议
万达,王健林,company/person/chairman,2016 年 5 月 22 日，在央视节目《对话》上，万达集团董事长王健林说了这句话
阿里巴巴,马云,company/person/chairman,“互联网+老字号”的案例，让笔者想起了春节前的虚实经济之争，辩论的双方是阿里巴巴集团董事长马云和娃哈哈创始人宗庆后
万达,王健林,company/person/chairman,中国首富、万达集团董事长王健林亦认为，中国房地产业有泡沫，但是绝对不会崩盘
万达,王健林,company/person/chairman,　　在2016年万达年会上，董事长王健林表示万达服务业收入、净利润大于地产收入，2016年服务业收入占比55%，历史上首次超过地产，以此论证万达已成功转型服务业，不是一家单纯的地产公司
乐视,贾跃亭,company/person/chairman,“政事儿”注意到，就在两个月前，对山西籍商人乐视董事长贾跃亭的公开支持，让这名山西高官走入了公众视野
格力电器,董明珠,company/person/chairman,据悉，格力电器董事长董明珠与银隆新能源高层进行了会面，并签署当地政府与格力电器、银隆公司战略合作框架协议，打造全国先进的智能电器、智能装备、新能源电池及汽车产业基地
顺丰,王卫,company/person/chairman,顺丰控股创始人兼董事长王卫也因此获得了财富快速增长
大众,张丕杰,company/person/chairman,中国汽车流通协会会长沈进军、一汽-大众汽车有限公司董事及总经理张丕杰、奥迪(中国)企业管理有限公司总经理魏永新以及一汽-大众奥迪经销商们出席了本次会议
唯品会,沈亚,company/person/chairman,唯品会董事长兼CEO沈亚在三季度的财务会议上表示，整体ARPU值的同比下降在缩短，这是一个比较好的情况；不管未来新客的结构如何，还能继续改善ARPU值
大众,海兹曼,company/person/chairman,一天后，大众汽车集团董事会成员、大众汽车集团（中国）总裁兼CEO海兹曼对媒体关于“上汽奥迪”的事情也做出了回复
新浪,曹国伟,company/person/chairman,????新浪董事长兼首席执行官、微博董事长曹国伟表示：全年营收超过10亿美元，对整个新浪而言是一个重要的里程碑
一汽大众,张丕杰,company/person/chairman,中国汽车流通协会会长沈进军、一汽-大众汽车有限公司董事及总经理张丕杰、奥迪(中国)企业管理有限公司总经理魏永新以及一汽-大众奥迪经销商们出席了本次会议
申通,陈德军,company/person/chairman,申通快递（002468）董事长陈德军在现场向21世纪经济报道透露，他与王卫相聊甚欢，双方或有进一步产业合作的空间
福特,比尔·福特,company/person/chairman,为了庆祝诞生50周年，福特汽车决定重温约50年前的一幕，把一辆福特新款野马敞篷版放置在美国著名的地标建筑纽约帝国大厦86层观光台上展出，同时福特发布50周年纪念版福特野马，对于该车型，福特董事长比尔·福特(Bill Ford Jr.)认为：“如果你不喜欢这款车，那你一定压根就不喜欢汽车”
本田,仓石诚司,company/person/chairman,鉴于这两款车型所取得的成效，本田还将计划在明年基于Concept D概念车打造的中型SUV，而对于未来三年的产品布局，本田技研常务执行董事兼本田技研中国本部长、本田技研工业（中国）投资有限公司总经理仓石诚司在本田中国媒体大会中向网通社表示：2016-2018年三年内，Honda将连续投放15款新产品，其中8款专门为中国消费者量身打造
蚂蚁金服,彭蕾,company/person/chairman,蚂蚁金服董事长彭蕾曾在内部讲话中表明蚂蚁金服对大数据技术的人才引进将「不拘一格，不遗余力」
蚂蚁金服,彭蕾,company/person/chairman,但随即，蚂蚁金服董事长彭蕾给出了相当有诚意的解决方案，就支付宝圈子“校园日记”、“白领日记”大尺度图片事件公开道歉
福特,比尔·福特,company/person/chairman,本轮融资由高原资本(Highland Capital Partners)领投，福特执行董事长比尔?福特(Bill Ford)参与创办的风险投资公司Fontinalis Partners和三星等跟投
大疆,李泽湘,company/person/chairman,新浪科技讯 10月24日上午消息，在世界机器人大会主论坛上，香港科技大学教授、大疆创新董事长李泽湘发表演讲，他谈到了目前在机器人和创新领域，中国面临的挑战和机遇，并讲诉了大疆等深圳知名创新企业从无到有、从小到大的原因
台积电,张忠谋,company/person/chairman,台积电董事长张忠谋日前在一次媒体会议上表示，他不排除在美国建厂的可能性，但同时也提到客户利益可能会因此而受损
克莱斯勒,John Elkann,company/person/chairman,菲亚特克莱斯勒汽车董事会主席约翰·埃尔坎（John Elkann）称，这家世界第七大汽车制造商曾与包括通用汽车在内的多家竞争对手进行过接触，提议就行业内的并购整合进行磋商
搜房,莫天全,company/person/chairman,　　搜房董事长莫天全曾对外表示，目前给搜房转型打70分，未来还有很多路要走
奥迪,冯德睿,company/person/chairman,奥迪股份公司管理董事会市场和销售董事冯德睿博士在佛山接受媒体采访时也曾表示，上汽奥迪项目会优先考虑现有一汽奥迪经销商网络的协同效应
小米,雷军,company/person/chairman,据央视财经报道，在这次亚布力论坛上，小米科技董事长雷军对此进行了回应：“2016年小米的成绩与小米主动进行调整有很大关系
奥迪,鲁珀特·施塔德勒,company/person/chairman,"经销商增速过快，压力激增，2013年,奥迪加速了经销商的发展，时任德国奥迪汽车公司董事会主席鲁珀特·施塔德勒在接受采访时透露,2013年开始,奥迪计划在中国以平均每周新增一家经销商的速度发展"
本田,侯艳红,company/person/chairman,经本独立财务顾问核查，截至本核查意见出具日，除新大洲常务副总裁侯艳红女士因继续担任新大洲本田董事、首席副总经理而离职外，上市公司的董事、监事、高级管理人员及其他相关人员没有发生过其他与本次重组相关的更 换或调整情况
奥迪,施泰德,company/person/chairman,奥迪公司管理董事会主席施泰德对记者表示，奥迪公司在上一财年同比增加了25%的投资，总投资超45亿欧元，因而降低了营收数据
Argon AI,Salesky,company/person/chairman,福特的全球产品总监兼CTO Raj Nair和福特全球战略副总裁John Casesa也将会进入Argo AI的五人董事会，除了创始人Salesky和Rander之外，第5位独立董事的任命也将会在不久后公布
大众,海兹曼,company/person/chairman,1月17日的大众媒体沟通会上，大众汽车集团管理董事会成员、大众汽车集团（中国）总裁兼CEO海兹曼教授表示，大众会在落实与一汽的十年框架问题与解决奥迪经销商盈利问题之后，再去解决与上汽战略合作的问题
迅雷,邹胜龙,company/person/chairman,邹胜龙目前依然是迅雷董事长，而程浩已经离开迅雷，创办松禾远望基金
奥迪,冯德睿,company/person/chairman,奥迪股份公司管理董事会市场和销售董事冯德睿 博士，中国第一汽车集团公司总经理助理胡咏，奥迪(中国)企业管理有限公司总经理魏永新，以及一汽-大众汽车有限公司经管会成员共同见证这一重要历史时刻
阿里巴巴文化娱乐集团,俞永福,company/person/chairman,11月21日，阿里巴巴影业集团(HK:1060)公告称，阿里巴巴文化娱乐集团董事长兼CEO俞永福即日起接任邵晓锋出任阿里巴巴影业集团董事局主席。
宝马,诺伯特·雷瑟夫,company/person/chairman,特别是宝马集团董事长诺伯特·雷瑟夫在刚刚闭幕的宝马年会上承认，“宝马品牌在销量上有可能不敌竞争对手奥迪”之后，这场旷日持久的“B-A之战”更加让人充满期待
乐视,贾跃亭,company/person/chairman,"乐视董事长贾跃亭在拉斯维加斯的发布会上,显得异常的兴奋"
克莱斯勒,童志远,company/person/chairman,童志远在加入五龙集团之前，童志远曾长期于国内外知名汽车企业担任高级管理层及技术要职，包括沃尔沃汽车集团中国区首席执行官、吉利汽车控股集团副总裁兼并购沃尔沃汽车集团之首席运营官；北京汽车工业控股有限责任公司总裁、总工程师及北京奔驰-戴姆勒·克莱斯勒汽车有限公司董事及高级行政副总裁等
唯品会,沈亚,company/person/chairman,唯品会董事长兼CEO沈亚表示，唯品会这一年通过持续增强个性化和选品多样化，专注提升用户体验
菜鸟网络,童文红,company/person/chairman,经菜鸟网络董事会决定，童文红将接替张勇出任菜鸟网络董事长，万霖出任菜鸟网络总裁，具体负责菜鸟各项业务。
Argon AI,Rander,company/person/chairman,福特的全球产品总监兼CTO Raj Nair和福特全球战略副总裁John Casesa也将会进入Argo AI的五人董事会，除了创始人Salesky和Rander之外，第5位独立董事的任命也将会在不久后公布
大众,海兹曼,company/person/chairman,其间，大众汽车集团管理董事会成员、大众汽车集团（中国）总裁兼CEO海兹曼表示：上汽和奥迪的合作正在有序推进，但时间上不会在2018年之前落地
华为,孙亚芳,company/person/chairman,今年位居榜首的是空调供应商格力电器的董事长兼总裁、心直口快的董明珠，智能手机制造商华为有两名高管跻身前十：董事长孙亚芳排名第二，首席财务官孟晚舟排名第八
奥迪,Ulrich Hackenberg,company/person/chairman,作为该平台的第一款车型，也是奥迪家族的旗舰SUV，奥迪方面自然不敢掉以轻心，奥迪技术研发董事Ulrich Hackenberg以及他的团队在位于南非的纳米布沙漠(Namib)进行了长时间的研发测试工作，这可是世界上最古老、最干燥沙漠之一
本田,水野泰秀,company/person/chairman,发布会上，本田技研工业株式会社执行董事兼中国本部长水野泰秀与参会嘉宾分享了Acura的全球标语“Precision Crafted Performance”及其代表的核心价值，并与通过全息投影技术再度归来的一代车神埃尔顿?塞纳“隔空”对话，共同见证Acura品牌价值的集大成者――全新一代Acura NSX耀世上市，神车归来演绎全新传奇
