Entity1,Entity2 ,Relation,Example
人人公司,陈一丹,company/person/chairman,2016年12月22日，人人公司公告，董事长陈一舟、董事刘健与日本软银方面，拟购买人人公司旗下公司SpinCo任何未在拟拆分中分配的股份，SpinCo扣除债务后的估值为5亿美元
格力电器,董明珠,company/person/chairman,"格力电器董事长董明珠说:去年成为网红,就是给我的安装工加了100元,为我的员工每个月增加1000元,年底我们发奖金平均每个人有1万元,而且还给他们送了一部手机"
格力,董明珠,company/person/chairman,"格力董事长董明珠在本月首次曝光格力手机之后,便受到广泛关注"
乐视,贾跃亭,company/person/chairman,"乐视控股董事长兼CEO贾跃亭,这个从不相信命运的人,正在一步步靠近自己的梦想"
台积电,张忠谋,company/person/chairman,台积电董事长张忠谋日前在一次媒体会议上表示，他不排除在美国建厂的可能性，但同时也提到客户利益可能会因此而受损
蔚来汽车,李斌,company/person/chairman,但蔚来汽车董事长李斌透露，“每辆的造价在120万美元
乐视,贾跃亭,company/person/chairman,"乐视董事长贾跃亭在拉斯维加斯的发布会上,显得异常的兴奋"
大疆,李泽湘,company/person/chairman,新浪科技讯 10月24日上午消息，在世界机器人大会主论坛上，香港科技大学教授、大疆创新董事长李泽湘发表演讲，他谈到了目前在机器人和创新领域，中国面临的挑战和机遇，并讲诉了大疆等深圳知名创新企业从无到有、从小到大的原因
大疆,李泽湘,company/person/chairman,"李泽湘1999年就一手创办了目前国内最大的运动控制器公司固高科技,后作为联合创始人担任大疆创新董事长"
大疆,李泽湘,company/person/chairman,"身为大疆董事长,李泽湘只在大疆占据少量股份,现在更多精力不在大疆身上,而是在找合适的人来大疆,让哪些人运作公司、管理公司"
大疆创新科技公司,李泽湘,company/person/chairman,"专访大疆创新科技公司董事长李泽湘 在中国工业从低端制造到精密生产的翻天巨变过程中,李泽湘一直身处最前沿。"
中国银联,葛华勇,company/person/chairman,"11月4日,中国银联董事长葛华勇作为APEC中国工商理事会副主席,在出席2016全球创新者大会,并发表题为《创新改变支付 支付改变生活》的演讲"
福特,比尔·福特,company/person/chairman,为了庆祝诞生50周年，福特汽车决定重温约50年前的一幕，把一辆福特新款野马敞篷版放置在美国著名的地标建筑纽约帝国大厦86层观光台上展出，同时福特发布50周年纪念版福特野马，对于该车型，福特董事长比尔·福特(Bill Ford Jr.)认为：“如果你不喜欢这款车，那你一定压根就不喜欢汽车”
福特,比尔·福特,company/person/chairman,本轮融资由高原资本(Highland Capital Partners)领投，福特执行董事长比尔・福特(Bill Ford)参与创办的风险投资公司Fontinalis Partners和三星等跟投
福特,比尔·福特,company/person/chairman,最终，福特董事长比尔·福特投入特朗普的怀抱，宣布取消墨西哥建厂计划以及在美国国内新建工厂
福特,比尔·福特,company/person/chairman,近日，在特朗普正式出任美国总统后，福特汽车公司董事长比尔・福特致电特朗普称，福特汽车公司已取消16亿美元的墨西哥扩张计划，转而投资7亿美元扩大在美国密西根州的生产，以生产电动汽车和自动驾驶汽车，显然，汽车公司不希望同新总统交恶
福特,比尔·福特,company/person/chairman,本轮融资由高原资本（Highland Capital Partners）领投，福特执行董事长比尔·福特（Bill Ford）参与创办的风险投资公司Fontinalis Partners和三星等跟投
Argon AI,Raj Nair,company/person/chairman,Raj Nair和福特的全球战略副总裁John Casesa则占据了Argo AI五人董事会中的两席
Argon AI,John Casesa,company/person/chairman,Raj Nair和福特的全球战略副总裁John Casesa则占据了Argo AI五人董事会中的两席
Argon AI,John Casesa,company/person/chairman,Argo AI董事会将由五名成员组成：宁睿、福特汽车全球战略集团副总裁John Casesa、Bryan Salesky、Peter Rander以及一位独立董事
Argon AI,Bryan Salesky,company/person/chairman,Argo AI董事会将由五名成员组成：宁睿、福特汽车全球战略集团副总裁John Casesa、Bryan Salesky、Peter Rander以及一位独立董事
Argon AI,Peter Rander,company/person/chairman,Argo AI董事会将由五名成员组成：宁睿、福特汽车全球战略集团副总裁John Casesa、Bryan Salesky、Peter Rander以及一位独立董事
Argon AI,Raj Nair,company/person/chairman,福特的全球产品总监兼CTO Raj Nair和福特全球战略副总裁John Casesa也将会进入Argo AI的五人董事会，除了创始人Salesky和Rander之外，第5位独立董事的任命也将会在不久后公布
Argon AI,John Casesa,company/person/chairman,福特的全球产品总监兼CTO Raj Nair和福特全球战略副总裁John Casesa也将会进入Argo AI的五人董事会，除了创始人Salesky和Rander之外，第5位独立董事的任命也将会在不久后公布
Argon AI,Salesky,company/person/chairman,福特的全球产品总监兼CTO Raj Nair和福特全球战略副总裁John Casesa也将会进入Argo AI的五人董事会，除了创始人Salesky和Rander之外，第5位独立董事的任命也将会在不久后公布
Argon AI,Rander,company/person/chairman,福特的全球产品总监兼CTO Raj Nair和福特全球战略副总裁John Casesa也将会进入Argo AI的五人董事会，除了创始人Salesky和Rander之外，第5位独立董事的任命也将会在不久后公布
Argon AI,Salesky,company/person/chairman,当然，按照Bryan透露的信息来看，Argo AI的团队计划今年底将员工人数增加至200人以上，未来它也将逐步过渡成为福特的全资子公司，而新组建的董事会将由五位成员组成，除两名来自福特的高层外，Salesky和Rander各占一席，还包括一名独立董事
Argon AI,Rander,company/person/chairman,当然，按照Bryan透露的信息来看，Argo AI的团队计划今年底将员工人数增加至200人以上，未来它也将逐步过渡成为福特的全资子公司，而新组建的董事会将由五位成员组成，除两名来自福特的高层外，Salesky和Rander各占一席，还包括一名独立董事
广汽乘用车有限公司,肖勇,company/person/chairman,据广汽乘用车有限公司副总经理、广汽传祺汽车销售有限公司执行董事肖勇先生表示，传祺GS8的目标是与丰田汉兰达、福特锐界共同成为同级市场中的“三雄”，从根本上提升自主品牌车型的高度
克莱斯勒,童志远,company/person/chairman,童志远在加入五龙集团之前，童志远曾长期于国内外知名汽车企业担任高级管理层及技术要职，包括沃尔沃汽车集团中国区首席执行官、吉利汽车控股集团副总裁兼并购沃尔沃汽车集团之首席运营官；北京汽车工业控股有限责任公司总裁、总工程师及北京奔驰-戴姆勒·克莱斯勒汽车有限公司董事及高级行政副总裁等
克莱斯勒,约翰·埃尔坎,company/person/chairman,标致雪铁龙集团 2016-03-30 03:18:00 菲亚特集团董事长公开辟谣 广汽入主消息不属实 盖世汽车讯 据《欧洲汽车新闻》报道，菲亚特克莱斯勒公司（FCA）董事长约翰·埃尔坎（John Elkann）5月25日明确指出，未与中国广汽集团签 2016-05-27 02:35:00 原福汽董事长廉小强涉嫌严重违纪被查 又一位汽车领域风云人物涉嫌严重违纪被查
上海高风咨询公司,罗威,company/person/chairman,上海高风咨询公司董事总经理、前克莱斯勒首席执行官罗威表示，如今在电动汽车方面，“中国和其他国家的差距更小，较新的初创公司在中国拥有实现更大梦想的空间”
捷豹路虎,潘庆,company/person/chairman,奥迪中国区销售总监潘庆成为捷豹路虎全球董事。
Exor SpA,李在镕,company/person/chairman,李在镕从2012年起就一直在菲亚特克莱斯勒的控股股东Exor SpA公司担任董事
克莱斯勒,John Elkann,company/person/chairman,对此，菲亚特克莱斯勒董事会主席John Elkann表示，来自意大利的汽车制造商并未与广汽集团签订任何股权售卖协议
广汽集团,张房有,company/person/chairman,今年5月份，以广汽集团董事长张房有牵头，该公司高管组团赴美国密歇根州奥本山克莱斯勒总部，与FCA公司CEO塞尔吉奥・马尔乔内(SergioMarchionne)、Jeep品牌全球总裁麦明凯(MikeManley)会晤，以促进深化合作
克莱斯勒,John Elkann,company/person/chairman,菲亚特克莱斯勒汽车董事会主席约翰·埃尔坎（John Elkann）称，这家世界第七大汽车制造商曾与包括通用汽车在内的多家竞争对手进行过接触，提议就行业内的并购整合进行磋商
克莱斯勒,John Elkann,company/person/chairman,北京时间5月30日报道，菲亚特克莱斯勒汽车董事会主席约翰·埃尔坎（John Elkann）称，这家世界第七大汽车制造商曾与包括通用汽车在内的多家竞争对手进行过接触，提议就行业内的并购整合进行磋商
丰田,伊势清贵,company/person/chairman,但针对纯电动汽车，丰田常务董事伊势清贵仅表示：续航距离和充电时间仍存在课题，适合短程行驶。
大众,张丕杰,company/person/chairman,中国汽车流通协会会长沈进军、一汽-大众汽车有限公司董事及总经理张丕杰、奥迪(中国)企业管理有限公司总经理魏永新以及一汽-大众奥迪经销商们出席了本次会议
大众,海兹曼,company/person/chairman,其大众汽车集团管理董事会成员，大众汽车集团(中国)总裁兼CEO海兹曼教授荣获“风云车2017年度人物”奖项
大众,张丕杰,company/person/chairman,一汽大众汽车有限公司董事、总经理张丕杰表示：“与其说捷达是一款汽车，不如说是一种责任、一种使命、一种对品质永恒不变的追求
大众,海兹曼,company/person/chairman,"德国大众汽车集团管理董事会成员、大众汽车集团(中国)总裁兼CEO海兹曼教授(Prof. Dr. Jochem Heizmann)表示:“大众汽车集团(中国)2016年销量创历史新高,在各细分市场均表现出色"
大众,张丕杰,company/person/chairman,中国汽车流通协会会长沈进军、一汽-大众汽车有限公司董事及总经理张丕杰、奥迪(中国)企业管理有限公司总经理魏永新以及一汽-大众奥迪经销商们出席了本次会议
本田,水野泰秀,company/person/chairman,在本田技研工业株式会社执行董事兼中国本部长水野泰秀、广汽本田总经理佐藤利彦以及执行副总经理郑衡分别致辞完毕后，最后登台的塚本亮司的名字则让人稍感陌生
本田,八乡隆弘,company/person/chairman,本田董事长兼社长执行董事八乡隆弘与日立社长执行董事兼CEO关秀明共同出席了发布会。
本田,八乡隆弘,company/person/chairman,美国市场上，本田董事长兼社长执行董事八乡隆弘也设立了目标，希望至2030年本田在美销售的汽车三分之二实现电气化、混合动力、插电式混合动力以及全电化
本田,侯艳红,company/person/chairman,经本独立财务顾问核查，截至本核查意见出具日，除新大洲常务副总裁侯艳红女士因继续担任新大洲本田董事、首席副总经理而离职外，上市公司的董事、监事、高级管理人员及其他相关人员没有发生过其他与本次重组相关的更 换或调整情况
本田,水野泰秀,company/person/chairman,在与本田高层的沟通过程中，本田执行董事兼中国本部长水野泰秀表示，将以“电动化与IT化新技术”、“Acura（讴歌）”为关键词，推进新技术、新产品与品牌战略
本田,藤阪之敏,company/person/chairman,五羊-本田常务董事、总经理藤阪之敏先生为返乡人员穿上安全马甲 　　
本田,赖博轶,company/person/chairman,五羊-本田常务董事、常务副总经理赖博轶先生对返乡人员亲切慰问 
本田,水野泰秀,company/person/chairman,本田技研工业株式会社执行董事兼中国本部长水野泰秀讲解Acura品牌核心价值 国产化进程加速 NSX在中国的正式上市，使Acura进一步完善了在中国的战略布局
本田,三部敏宏,company/person/chairman,本田技研工业株式会社执行董事、本田技术研究所专务执行董事三部敏宏前几日在一个论坛上表示，到2030年为止，本田在汽车产品体系中，插电式混合动力车的销量将达到整体的三分之二
本田,水野泰秀,company/person/chairman,12月29日，在全新一代超跑NSX的上市发布会现场，本田技研工业株式会社执行董事兼本田中国本部长水野泰秀宣布：“Acura品牌在中国再度启航，下一步将强化品牌认知，并向中国推出更多国产车型
本田,水野泰秀,company/person/chairman,发布会上，本田技研工业株式会社执行董事兼中国本部长水野泰秀与参会嘉宾分享了Acura的全球标语“Precision Crafted Performance”及其代表的核心价值，并与通过全息投影技术再度归来的一代车神埃尔顿・塞纳“隔空”对话，共同见证Acura品牌价值的集大成者――全新一代Acura NSX耀世上市，神车归来演绎全新传奇
海马,郭振甫,company/person/chairman,此前郭振甫先后在郑州日产、东风汽车、东风本田担任要职，有国内SUV汽车市场的开拓者之称，因此，他此次被推举进入董事会外界分析是为海马继续开拓SUV市场做准备
广汽集团,吴松,company/person/chairman,事实上，在集团主要领导调整前，广汽集团今年年中就开启了一轮大范围的人事变动，如广汽集团执行董事、广汽乘用车董事总经理吴松升任广汽集团副总经理、广汽乘用车董事长，广汽本田执行副总经理郁俊调任任广汽乘用车担任总经理等
本田,仓石诚司,company/person/chairman,鉴于这两款车型所取得的成效，本田还将计划在明年基于Concept D概念车打造的中型SUV，而对于未来三年的产品布局，本田技研常务执行董事兼本田技研中国本部长、本田技研工业（中国）投资有限公司总经理仓石诚司在本田中国媒体大会中向网通社表示：2016-2018年三年内，Honda将连续投放15款新产品，其中8款专门为中国消费者量身打造
三菱,卡洛斯·戈恩,company/person/chairman,日产汽车和雷诺汽车CEO卡洛斯·戈恩成功担任三菱董事会主席
奥迪,Ulrich Hackenberg,company/person/chairman,作为该平台的第一款车型，也是奥迪家族的旗舰SUV，奥迪方面自然不敢掉以轻心，奥迪技术研发董事Ulrich Hackenberg以及他的团队在位于南非的纳米布沙漠(Namib)进行了长时间的研发测试工作，这可是世界上最古老、最干燥沙漠之一
一汽大众,张丕杰,company/person/chairman,中国汽车流通协会会长沈进军、一汽-大众汽车有限公司董事及总经理张丕杰、奥迪(中国)企业管理有限公司总经理魏永新以及一汽-大众奥迪经销商们出席了本次会议
长春通立汽车服务有限责任公司,宋立恭,company/person/chairman,经过现场选举，长春通立汽车服务有限责任公司董事长宋立恭当选奥迪经销商联会会长
奥迪,冯德睿,company/person/chairman,负责销售和市场的奥迪汽车公司董事冯德睿博士（Dr. Dietmar Voggenreiter）对此表示：“欧洲和北美地区在1月份都取得了非常优秀的成绩，皆创造了历史新高”。
奥迪,Dietmar Voggenreiter,company/person/chairman,我们对中国未来的业务发展同样保持乐观”，奥迪负责销售和营销的董事Dietmar Voggenreiter表示。
一汽大众,张丕杰,company/person/chairman,正如一汽-大众汽车有限公司董事、总经理张丕杰所说，“今天在全新奥迪A4L身上，我们突破豪华B级车和C级车之间的界限，为消费者带来了一款高科技、高品质的豪华B级车
奥迪,施泰德,company/person/chairman,就如同奥迪股份公司管理董事会主席施泰德所说的那样，“在最新的奥迪2025战略中，‘数字化’、‘可持续’、‘城市化’是我们面向未来的战略洞察
奥迪,施泰德,company/person/chairman,奥迪并未公布董事长魯伯特·施泰德（Rupert Stadler）的薪金，根据预计奥迪董事会成员2014年的年薪约为350万欧元
大众,海兹曼,company/person/chairman,其间，大众汽车集团管理董事会成员、大众汽车集团（中国）总裁兼CEO海兹曼表示：上汽和奥迪的合作正在有序推进，但时间上不会在2018年之前落地
大众,皮耶希,company/person/chairman,当时已任大众汽车集团董事长的皮耶希博士和时任奥迪公司总裁的戴莫尔支持奥迪加入一汽-大众
奥迪,冯德睿,company/person/chairman,据奥迪公司负责全球销售和市场的董事冯德睿2016年11月21日介绍，为了能够与奥迪合作，上汽大众做了5年的努力
宝马,诺伯特·雷瑟夫,company/person/chairman,特别是宝马集团董事长诺伯特·雷瑟夫在刚刚闭幕的宝马年会上承认，“宝马品牌在销量上有可能不敌竞争对手奥迪”之后，这场旷日持久的“B-A之战”更加让人充满期待
奥迪,施泰德,company/person/chairman,奥迪公司管理董事会主席施泰德对记者表示，奥迪公司在上一财年同比增加了25%的投资，总投资超45亿欧元，因而降低了营收数据
大众,海兹曼,company/person/chairman,1月16日，大众汽车集团管理董事会成员、大众汽车集团(中国)总裁兼CEO海兹曼在长春，与一汽集团董事长徐平、奥迪股份公司管理董事会主席施泰德共同签署《一汽、奥迪十年商业计划》时表示
奥迪,冯德睿,company/person/chairman,奥迪股份公司管理董事会市场和销售董事冯德睿 博士，中国第一汽车集团公司总经理助理胡咏，奥迪(中国)企业管理有限公司总经理魏永新，以及一汽-大众汽车有限公司经管会成员共同见证这一重要历史时刻
奥迪,冯德睿,company/person/chairman,奥迪股份公司管理董事会市场和销售董事冯德睿博士在佛山接受媒体采访时也曾表示，上汽奥迪项目会优先考虑现有一汽奥迪经销商网络的协同效应
奥迪,Dietmar Voggenreiter,company/person/chairman,对此，奥迪负责销售和营销业务的董事会成员Dietmar Voggenreiter表示中国是全球态度最积极的新能源汽车市场
一汽集团,徐平,company/person/chairman,1月16日，大众汽车集团管理董事会成员、大众汽车集团(中国)总裁兼CEO海兹曼在长春，与一汽集团董事长徐平、奥迪股份公司管理董事会主席施泰德共同签署《一汽、奥迪十年商业计划》时表示
奥迪,施泰德,company/person/chairman,1月16日，大众汽车集团管理董事会成员、大众汽车集团(中国)总裁兼CEO海兹曼在长春，与一汽集团董事长徐平、奥迪股份公司管理董事会主席施泰德共同签署《一汽、奥迪十年商业计划》时表示
奥迪,冯德睿,company/person/chairman,奥迪方面，德国奥迪负责销售和市场的董事冯德睿、奥迪中国总裁魏永新和一汽奥迪销售事业部总经理荆青春参与谈判，如何保证现有经销商的利益
上汽集团,陈虹,company/person/chairman,1月16日有自媒体爆出消息说，上汽奥迪销售公司将于3月底正式启动，上汽集团董事长陈虹亲自点将上汽大众销售公司总经理贾鸣镝出任公司总经理
奥迪,冯德睿,company/person/chairman,在2016年11月21日的佛山会议上，奥迪公司管理董事会市场和销售董事冯德睿就说，上汽已经连续5年向奥迪提出合作的要求
大众,海兹曼,company/person/chairman,1月17日的大众媒体沟通会上，大众汽车集团管理董事会成员、大众汽车集团（中国）总裁兼CEO海兹曼教授表示，大众会在落实与一汽的十年框架问题与解决奥迪经销商盈利问题之后，再去解决与上汽战略合作的问题
奔驰,蔡澈,company/person/chairman,2005年，奔驰失去了全球豪华车冠军宝座，在2011年又被奥迪夺去了排名第二的位置，此后，戴姆勒董事会主席蔡澈曾多次公开强调，奔驰将在2020年重归世界第一的地位
一汽大众,张丕杰,company/person/chairman,一汽-大众汽车有限公司董事、总经理张丕杰在与网上车市沟通时表示：“想要改变奥迪的官车形象其实错了，奥迪在中国官车的形象恰好是奥迪品牌的一笔财富
奥迪,冯德睿,company/person/chairman,这引起一汽奥迪经销商强烈不满，于11月21日约谈奥迪公司负责销售和市场的董事冯德睿，明确提出反对奥迪与上汽合作，并要求12月1日前给予明确答复
奥迪,施泰德,company/person/chairman,4月25日，奥迪股份公司管理董事会主席施泰德在接受《每日经济新闻》记者采访时表示，从2015年开始，奥迪60%以上的产品进入生命周期末端
大众,海兹曼,company/person/chairman,这一消息在1月17日的大众媒体沟通会上被德国大众汽车集团管理董事会成员、大众汽车集团(中国)总裁兼CEO海兹曼教授证实，他表示，大众会在落实与一汽的十年框架问题与解决奥迪经销商盈利问题之后，再去解决与上汽战略合作的问题
一汽大众,张丕杰,company/person/chairman,一汽-大众汽车有限公司董事、总经理张丕杰回顾了2016年，一汽-大众在大众、奥迪双品牌的驱动下，终端销量超过了190万辆， 同比增长12.7%，其中，国产车型销售超过185万辆，同比增长13.5%
大众,海兹曼,company/person/chairman,一天后，大众汽车集团董事会成员、大众汽车集团（中国）总裁兼CEO海兹曼对媒体关于“上汽奥迪”的事情也做出了回复
奥迪,冯德睿,company/person/chairman,经销商联会方面，奥迪经销商联会(筹)副秘书长张晓旭出席会议，共有19家经销商集团代表参与谈判；奥迪方面，德国奥迪负责销售和市场的董事冯德睿、奥迪中国总裁魏永新和一汽奥迪销售事业部总经理荆青春参与谈判，如何保证现有经销商的利益
奥迪,施泰德,company/person/chairman,而就在前一天（1月16日），海兹曼在长春，与奥迪公司董事会主席施泰德，一起见证了《一汽、奥迪十年商业计划》的签署仪式，一汽和奥迪双方，将在21项核心领域开展深度合作
奥迪,鲁珀特·施塔德勒,company/person/chairman,"经销商增速过快，压力激增，2013年,奥迪加速了经销商的发展，时任德国奥迪汽车公司董事会主席鲁珀特·施塔德勒在接受采访时透露,2013年开始,奥迪计划在中国以平均每周新增一家经销商的速度发展"
奥迪,施泰德,company/person/chairman,而就在1月16日，海兹曼还与奥迪公司董事会主席施泰德一起参加了《一汽、奥迪十年商业计划》的签署仪式，计划书中提到，一汽和奥迪双方，将在21项核心领域开展深度合作
第一汽车集团,徐平,company/person/chairman,中国第一汽车集团公司董事长、党委书记徐平，德国大众汽车集团管理董事会成员、大众汽车集团（中国）总裁兼CEO海兹曼教授，奥迪股份公司管理董事会主席施泰德教授，1月16日在长春共同签署了这项计划
大众,海兹曼,company/person/chairman,中国第一汽车集团公司董事长、党委书记徐平，德国大众汽车集团管理董事会成员、大众汽车集团（中国）总裁兼CEO海兹曼教授，奥迪股份公司管理董事会主席施泰德教授，1月16日在长春共同签署了这项计划
奥迪,施泰德,company/person/chairman,中国第一汽车集团公司董事长、党委书记徐平，德国大众汽车集团管理董事会成员、大众汽车集团（中国）总裁兼CEO海兹曼教授，奥迪股份公司管理董事会主席施泰德教授，1月16日在长春共同签署了这项计划
捷豹路虎,潘庆,company/person/chairman,奥迪中国区销售总监潘庆成为捷豹路虎全球董事，此外广汽菲亚特克莱斯勒销售公司总经理郑杰也成为菲亚特-克莱斯勒中国区首席运营官
大众,海兹曼,company/person/chairman,在奥迪与一汽于长春签署十年商业计划后的第二天，大众集团董事、大众中国总裁兼CEO海兹曼教授，出现在了媒体面前
奥迪,施泰德,company/person/chairman,海兹曼和奥迪董事会主席施泰德都参加了那场签约仪式
奥迪,施泰德,company/person/chairman,第二记闷棍，3天之后的1月16日，奥迪董事会主席施泰德在长春和一汽集团签署《一汽、奥迪十年商业计划》
奥迪,Ulrich Hackenberg,company/person/chairman,作为该平台的第一款车型，也是奥迪家族的旗舰SUV，奥迪方面自然不敢掉以轻心，奥迪技术研发董事Ulrich Hackenberg以及他的团队在位于南非的纳米布沙漠(Namib)进行了长时间的研发测试工作，这可是世界上最古老、最干燥沙漠之一
一汽大众,张丕杰,company/person/chairman,中国汽车流通协会会长沈进军、一汽-大众汽车有限公司董事及总经理张丕杰、奥迪(中国)企业管理有限公司总经理魏永新以及一汽-大众奥迪经销商们出席了本次会议
奥迪,冯德睿,company/person/chairman,负责销售和市场的奥迪汽车公司董事冯德睿博士（Dr. Dietmar Voggenreiter）对此表示：“欧洲和北美地区在1月份都取得了非常优秀的成绩，皆创造了历史新高”
奥迪,Dietmar Voggenreiter,company/person/chairman,我们对中国未来的业务发展同样保持乐观”，奥迪负责销售和营销的董事Dietmar Voggenreiter表示
顺丰,王卫,company/person/chairman,顺丰董事长兼总经理王卫身价则超过1640亿元，距离登上中国富豪榜三甲仅剩一步之遥
顺丰,王卫,company/person/chairman,资料显示，深圳明德控股发展有限公司(简称“明德控股”)控股顺丰，持有上市公司64.58%的股份，顺丰控股董事长兼总经理王卫持有明德控股99.9%的股权
顺丰,王卫,company/person/chairman,"　　顺丰控股(002352)27日晚间公告，公司于2017年2月27日收到公司实际控制人、董事长王卫先生向董事会提交的《关于 2016 年度利润分配预案的提议及承诺》，拟以2017年1月31日总股本4,183,678,213股为基数，向全体股东每10股派发现金股利人民币1元(含税)，共计418,367,821.3元"
顺丰,王卫,company/person/chairman,而顺丰控股的董事长兼总经理王卫持有明德控股99.9%的股份
顺丰,王卫,company/person/chairman,顺丰控股创始人兼董事长王卫也因此获得了财富快速增长
顺丰,王卫,company/person/chairman,　　 　　笔哥注意到，在成功敲钟改名后，顺丰控股晋升深市第一高市值个股，力压万科、美的、格力，公司董事长和实际控制人王卫身家也突破1400亿元
顺丰,王卫,company/person/chairman,  　　据公开信息显示，有顺丰内部员工爆料，敲钟开始前，顺丰控股(002352)公司董事长和实际控制人王卫对40万快递员讲话称：感谢你们的辛勤付出，顺丰今天上市了，我个人给所有在职员工今天发现金红包!入职一年内的，每人1888元
顺丰,王卫,company/person/chairman,令外界关注的是，过往甚少公开露面的顺丰速运创始人、顺丰控股董事长王卫现身仪式现场
顺丰,王卫,company/person/chairman,（市盈率以2016年业绩预告为基准估算） 　　福布斯富豪榜或面临洗牌 　　根据顺丰控股过去五个交易日平均股价计算，顺丰控股市值约为2000亿元，顺丰控股董事长王卫身价也已超过1200亿元
顺丰,王卫,company/person/chairman,  2013年9月12日，四家投资机构入股顺丰一事完成工商变更，王卫任新顺丰的董事长，来自古玉资本的林哲莹任副董事长，于国强任总经理，元禾顺风的林向红等投资机构派出人员任董事，王卫的引资“梦想”得以实现
顺丰,王卫,company/person/chairman,"　　顺丰控股董事长王卫在敲钟仪式上表示,顺丰控股正式进入资本市场,是顺丰发展历史上的重要里程碑,顺丰将以此为新的起点,继续以“顺丰速度”和“顺丰质量”,不断夯实企业发展基石,用更高品质的产品与服务回馈客户,努力为股东、员工及投资者带来值得期待的经济效益和社会效益"
顺丰,王卫,company/person/chairman,顺丰控股董事长王卫出席重组更名暨上市仪式时表示，首先要提醒自己，符合证监会要求，话不能随便说，地方不能随便去，大家也不要随便问
顺丰,王卫,company/person/chairman,　　Bianews报道顺丰控股24日在深交所举行重组更名暨上市仪式，顺丰速运创始人、顺丰控股董事长王卫携一线快递员代表深圳客服中心的客服代表和顺丰航空的员工参与敲钟
顺丰,王卫,company/person/chairman,　　上着顺丰的黑色工装，下穿蓝色牛仔裤和运动鞋，戴着黑框眼镜进场的顺丰控股董事长王卫，似乎不是来深圳证券交易所敲钟的，反而像打算去一线跑快递的
顺丰,王卫,company/person/chairman,　　按照当日收盘时市值计算，顺丰控股董事长王卫身价超过1490亿元，直逼2016福布斯中国富豪榜季军小马哥，网友脑补：如果顺丰再吃2个涨停，财富能超过小马哥，连吃4个涨停，超过马云，6个涨停就可以成为中国首富了
顺丰,王卫,company/person/chairman,王卫或登顶快递首富 而与此同时，顺丰速运创始人、董事长王卫也身价大涨
顺丰,王卫,company/person/chairman,公告披露，1970年出生的王卫，系顺丰控股创始人及实际控制人，现任顺丰控股董事长及总经理
顺丰,王卫,company/person/chairman,　　24日，顺丰华丽上市，市值2200亿，顺丰快递董事长王卫跻身“福布斯中国富豪榜“”第四位
顺丰,王卫,company/person/chairman,顺丰董事长兼总经理王卫身价则超过1640亿元，距离登上中国富豪榜三甲仅剩一步之遥
顺丰,王卫,company/person/chairman,　　顺丰控股董事长王卫表示，进入资本市场是顺丰发展历史重要的里程碑，今后将按照上市公司标准要求自己和公司，以更高品质带来值得期待的经济和社会效益
中通,赖梅松,company/person/chairman,2016年10月27日中通快递成功赴美上市 报告透露，2016年12月，中通董事长赖梅松在公开市场上增持了2100万美元的公司股票
中通,赖梅松,company/person/chairman,　　事件发生后，中通董事长赖梅松委派副总裁张建锋专赴山东潍坊看望慰问受伤员工，并将通过法律手段坚决依法严惩施暴者，务必将之绳之以法，还一线劳动者一个公道
中通,赖梅松,company/person/chairman,2月26日中通快递董事长赖梅松委派副总裁张建锋深夜赶赴山东潍坊，与山东公司总经理陈顺峰一道，于27日一早前往医院看望受伤快递员，向其本人及家属转达了赖梅松董事长及中通家人的慰问和关怀
中通,赖梅松,company/person/chairman,图为中通董事长赖梅松（第一排左起第五位）与公司高管、网络合作伙伴、基层员工、客户代表在纽交所敲钟
中通,赖梅松,company/person/chairman,中通创始人、董事长赖梅松曾说，快递业正从单纯的业务竞争向“服务+生态”转型，已进入新科技、新装备、新模式、新生态的发展阶段
申通,陈德军,company/person/chairman,申通快递董事长陈德军去年就曾明确表示，登陆资本市场后，申通在横向和纵向产业链上都将开展更多的尝试，不排除收购整合国内外快递企业，扩大市场份额，缓解行业恶性竞争局面
申通,陈德军,company/person/chairman,申通快递（002468）董事长陈德军在现场向21世纪经济报道透露，他与王卫相聊甚欢，双方或有进一步产业合作的空间
申通,陈德军,company/person/chairman,就像申通董事长陈德军说的一样：要还行业一个尊严！ 维护快递小哥的权益 我们需要你的声音 来源：物流指闻 中国物流领域更具影响力的新媒体平台 精准影响190万物流人群 物流指闻每天与你分享最新、最快、最有价值的头条、分析、案例、知识、商情、HR信息、活动资讯等物流与供应链领域信息，欢迎关注微信号：wuliuzhiwen 我们愿为大家提供更好的服务，期待各位物流人与我们互动，不要吝啬你的建议与意见
申通,陈德军,company/person/chairman,之后，奚春阳退居幕后，陈德军成为申通的现任董事长
申通,陈德军,company/person/chairman,　　另外，上市仪式还邀请了包括申通快递董事长陈德军等在内的多个通达系快递公司高管
申通,陈德军,company/person/chairman,应邀出席的申通快递董事长陈德军则全程笑容满面地看着王卫在台上的讲话
申通,陈德军,company/person/chairman,　　有意思的是，在昨天的敲钟现场，南都记者还看到了申通董事长陈德军
合一集团,古永锵,company/person/chairman,合一集团董事长兼CEO古永锵曾向VRZINC记者透露：“我们东西已经出来了，产品出来了
滴滴出行,程维,company/person/chairman,滴滴出行创始人兼董事长程维加入Uber全球董事会
滴滴出行,程维,company/person/chairman,滴滴出行董事长程维在博鳌论坛对话创业者2论坛“智能城市”上发言
